institution,label,city,institution_state,inst_level,statefips
20166490,University of Saint Francis - Indian Trail Middle School,Plainfield,IL,I,17
20166491,University of Saint Francis - Thomas Jefferson School,Joliet,IL,I,17
20166492,University of Saint Francis - Oak Prairie School,Homer Glen,IL,I,17
20166493,University of Saint Francis - Woods Creek Elementary School,Crystal Lake,IL,I,17
20166494,University of Saint Francis - Drauden Point Middle School,Plainfield,IL,I,17
20166495,University of Saint Francis - Porta High School,Petersburg,IL,I,17
20166497,University of Saint Francis - Valley Health System,Las Vegas,NV,I,32
20166498,University of Saint Francis - Wayside Baptist Church,Miami,FL,I,12
20166499,University of Saint Francis - Lutheran General Hospital,Park Ridge,IL,I,17
20173300,National Louis University - John Middleton Elementary School,Skokie,IL,I,17
20173301,National Louis University - Lincoln Middle School,Berwyn,IL,I,17
20173302,National Louis University - Lincoln Prairie,Hoffman Estates,IL,I,17
20173303,National Louis University - University Center of Lake County,Grayslake,IL,I,17
20173304,National Louis University - Crystal Lake Middle School,Lakeland,FL,I,12
20173305,National Louis University - Manatee School District Professional Suppo,Bradenton,FL,I,12
20173306,National Louis University - La Salle II,Chicago,IL,I,17
20173307,National Louis University - El Valor,Chicago,IL,I,17
20173308,National Louis University - Schaumburg School District 54,Schaumburg,IL,I,17
20173309,National Louis University - Scott Lake Elementary,Lakeland,FL,I,12
20173310,National Louis University - ROE Center for Professional Learning,Lombard,IL,I,17
20173311,National Louis University - Deer Path Middle School,Lake Forest,IL,I,17
20173312,National Louis University - Craig High School,Janesville,WI,I,55
20173313,National Louis University - Milton Middle School,Milton,WI,I,55
20173314,National Louis University - Gibbs High School,St. Petersburg,FL,I,12
20173315,National Louis University - Robert Mack Dunwoody Educational Complex,Ocala,FL,I,12
20173316,National Louis University - Plant City High School,Plant City,FL,I,12
20173317,National Louis University - Community High School District 218,Oak Lawn,IL,I,17
20173318,National Louis University - Shining Star Youth & Community Services,Chicago,IL,I,17
20173319,National Louis University - Best Western Premier Saratoga Resort,Kissimmee,FL,I,12
20173320,National Louis University -Univ of Dubuque Charles Myer Library,Dubuque,IA,I,19
20173321,National Louis University - Largo High School,Largo,FL,I,12
20173322,National Louis University - Riverview High School,Riverview,FL,I,12
20173323,National Louis University - Center for New Horizons,Chicago,IL,I,17
20173324,National Louis University - Challenger K8 School of Science & Math,Spring Hill,FL,I,12
20173325,National Louis University - La Quinta Inn & Suites,Madison,WI,I,55
20173326,National Louis University - Kendall College at National Louis Universi,Chicago,IL,I,17
20173328,National Louis University - Dr. Phillips High School,Orlando,FL,I,12
20173329,National Louis University - Elgin Community College,Elgin,IL,I,17
20173330,National Louis University - Northwestern Medicine Woodstock Hospital,Woodstock,IL,I,17
20173331,National Louis University - Virginia Lake School,Palatine,IL,I,17
20174100,Olivet Nazarene University - Joliet West High School,Joliet,IL,I,17
20174101,Olivet Nazarene University - University Center at Waukegan,Waukegan,IL,I,17
20174102,Olivet Nazarene University - Bolingbrook High School,Bolingbrook,IL,I,17
20174103,Olivet Nazarene University - John H. Stroger Hospital of Cook County,Chicago,IL,I,17
20174104,Olivet Nazarene University - St. Bernard Hospital,Chicago,IL,I,17
20174105,Olivet Nazarene University - Ingalls Family Care Center,Flossmoor,IL,I,17
20174106,Olivet Nazarene University - White Oak Elementary,Morris,IL,I,17
20174107,Olivet Nazarene University - Advocate Illinois Masonic Hospital,Chicago,IL,I,17
20174108,Olivet Nazarene University - Advocate Medical Group-Skyes Building,Chicago,IL,I,17
20174109,Olivet Nazarene University - Family Worship Center,Chicago,IL,I,17
20174110,Olivet Nazarene University - Washington Commons,Naperville,IL,I,17
20174111,Olivet Nazarene University - Plainfield Central Elementary,Plainfield,IL,I,17
20174112,Olivet Nazarene University - Intercontinental Hotel,Rosemont,IL,I,17
20174113,Olivet Nazarene University - Seton Academy,South Holland,IL,I,17
20174114,Olivet Nazarene University - Advocate Medical Group-Beverly,Chicago,IL,I,17
20174115,Olivet Nazarene University - One Financial Place,Chicago,IL,I,17
20174116,Olivet Nazarene University - OakBrook International Office Center,Oakbrook,IL,I,17
20174117,Olivet Nazarene University - Sweet Holy Spirit Church of Chicago,Chicago,IL,I,17
20174118,Olivet Nazarene University - Westlake Hospital,Melrose Park,IL,I,17
20174119,Olivet Nazarene University - Lincoln Junior High,Naperville,IL,I,17
20174120,Olivet Nazarene University - Kolb Elementary School,Oak Lawn,IL,I,17
20174121,Olivet Nazarene University - First Baptist Congregational Church,Chicago,IL,I,17
20174122,Olivet Nazarene University - Antioch Christian Assembly Church,Joliet,IL,I,17
20174123,Olivet Nazarene University - Family First Center,Waukegan,IL,I,17
20174124,Olivet Nazarene University - Jesus Name Apostolic Church,Waukegan,IL,I,17
20174125,Olivet Nazarene University - Metea Valley High School,Aurora,IL,I,17
20174126,Olivet Nazarene University - Reed Custer High School,Braidwood,IL,I,17
20174127,Olivet Nazarene University - Provident Hospital of Cook County,Chicago,IL,I,17
20174128,Olivet Nazarene University - Oak Prairie School,Homer Glen,IL,I,17
20174129,Olivet Nazarene University - Kankakee Community College,Kankakee,IL,I,17
20174130,Olivet Nazarene University - Spencer Crossing Elementary,New Lenox,IL,I,17
20174131,Olivet Nazarene University - Gemini Junior High School,Niles,IL,I,17
20174132,Olivet Nazarene University - Advocate BroMenn Hospital,Normal,IL,I,17
20174133,Olivet Nazarene University - Advocate Lutheran General Hospital,Park Ridge,IL,I,17
20174134,Olivet Nazarene University - Argo Community High School,Summit,IL,I,17
20174135,Olivet Nazarene University - Worthwoods Elementary,Worth,IL,I,17
20174136,Olivet Nazarene University - Chicago Hope Academy,Chicago,IL,I,17
20174137,Olivet Nazarene University - Worth Junior High School,Worth,IL,I,17
20174138,Olivet Nazarene University - Prayer Faith Outreach Ministries,Chicago,IL,I,17
20174139,Olivet Nazarene University - Diocese of Rockford,Rockford,IL,I,17
20174140,Olivet Nazarene University - Thornwood High School,South Holland,IL,I,17
20174141,Olivet Nazarene University - Urbana School District 116,Urbana,IL,I,17
20174142,Olivet Nazarene University - RML Specialty Hospital,Chicago,IL,I,17
20174143,Olivet Nazarene University - Alexian Brothers Medical Center,Elk Grove Village,IL,I,17
20174144,Olivet Nazarene University - College of Lake County,Grayslake,IL,I,17
20174145,Olivet Nazarene University - RML Specialty Hospital,Hinsdale,IL,I,17
20174146,Olivet Nazarene University - Carle Foundation Hospital - Main Campus,Urbana,IL,I,17
20174147,Olivet Nazarene University - Heritage Middle School,Berwyn,IL,I,17
20174148,Olivet Nazarene University - Hubert Humphrey Middle School,Bolingbrook,IL,I,17
20174149,Olivet Nazarene University - Liberty Junior High School,New Lenox,IL,I,17
20174150,Olivet Nazarene University - Vernon Hills High School,Vernon Hills,IL,I,17
20174151,Olivet Nazarene University - Glenn Raymond Middle School,Watseka,IL,I,17
20174152,Olivet Nazarene University - West Aurora High School,Aurora,IL,I,17
20174153,Olivet Nazarene University - Rantoul J. W. Eater High School,Rantoul,IL,I,17
20174154,Olivet Nazarene University - Urbana High School,Urbana,IL,I,17
20174155,Olivet Nazarene University - James Ward Elementary School,Chicago,IL,I,17
20174156,Olivet Nazarene University - Prairie Ridge High School,Crystal Lake,IL,I,17
20174157,Olivet Nazarene University - Chippewa Middle School,Des Plaines,IL,I,17
20174158,Olivet Nazarene University - H.L. Richard High School,Oak Lawn,IL,I,17
20174159,Olivet Nazarene University - Mercy Hospital,Chicago,IL,I,17
20174160,Olivet Nazarene University - Northwestern Memorial Hospital,Chicago,IL,I,17
20174161,Olivet Nazarene University - Prairie State College,Chicago Heights,IL,I,17
20174162,Olivet Nazarene University - Ingalls Memorial Hospital,Harvey,IL,I,17
20174163,Olivet Nazarene University - Joliet Junior College,Joliet,IL,I,17
20174164,Olivet Nazarene University - Rock Valley College,Rockford,IL,I,17
20174165,Olivet Nazarene University - H. L. Richard High School,Oak Lawn,IL,I,17
20174166,Olivet Nazarene University - Westfield Middle School,Bloomingdale,IL,I,17
20174167,Olivet Nazarene University - Mellon Administrative Center,Champaign,IL,I,17
20174168,Olivet Nazarene University - North Ridge Middle School,Danville,IL,I,17
20174169,Olivet Nazarene University - Pennoyer Elementary,Norridge,IL,I,17
20174170,Olivet Nazarene University - Thornridge High School,Dolton,IL,I,17
20174171,Olivet Nazarene University - Queen Bee 16 Professional Development,Glendale Heights,IL,I,17
20174172,Olivet Nazarene University - OAK Orthopedics,Urbana,IL,I,17
20174173,Olivet Nazarene University - Highland Community College,Freeport,IL,I,17
20174174,Olivet Nazarene University - Illinois Valley Community College,Oglesby,IL,I,17
20174175,Olivet Nazarene University - West 40 Intermediate Service Center,Hillside,IL,I,17
20174176,Olivet Nazarene University - Alcott High School,Chicago,IL,I,17
20174177,Olivet Nazarene University - Sullivan High School,Chicago,IL,I,17
20174178,Olivet Nazarene University - Lincoln Elementary School,Evanston,IL,I,17
20174179,Olivet Nazarene University - DACC Hoopeston Learning Center,Hoopeston,IL,I,17
20174180,Olivet Nazarene University - Carle Hospital,Ubana,IL,I,17
20174181,Olivet Nazarene University - Michigan District Church of the Nazarene,Grand Ledge,MI,I,26
20174182,Olivet Nazarene University - Mid America Nazarene University,Olathe,KS,I,20
20174183,Olivet Nazarene University - Westside Church of the Nazarene,Indianapolis,IN,I,18
20174185,Olivet Nazarene University - The Ray and Joan Kroc Corps Community Cen,Chicago,IL,I,17
20174186,Olivet Nazarene University - South Shore Hospital,Chicago,IL,I,17
20174187,Olivet Nazarene University - Warren Township High School-O'Plaine Camp,Gurnee,IL,I,17
20174188,Olivet Nazarene University - Metro South Medical Center,Blue Island,IL,I,17
20174189,Olivet Nazarene University - Walter L. Newberry Math & Science Academy,Chicago,IL,I,17
20174190,Olivet Nazarene University - Swedish Covenant Hospital,Chicago,IL,I,17
20174191,"Olivet Nazarene University - RHW Enterprises, Inc.",Indianapolis,IN,I,18
20174192,Olivet Nazarene University - McHenry Middle School,McHenry,IL,I,17
20174193,Olivet Nazarene University - Senate Apartments,Chicago,IL,I,17
20174194,Olivet Nazarene University - Kishwaukee College,Malta,IL,I,17
20174195,Olivet Nazarene University - Zion Central Middle School,Zion,IL,I,17
20174196,Olivet Nazarene University - Chute Middle School,Evanston,IL,I,17
20174197,Olivet Nazarene University - Creekside Elementary School,Elgin,IL,I,17
20174198,Olivet Nazarene University - Horizon Elementary School,Hanover Park,IL,I,17
20174199,Olivet Nazarene University - Spring Trail Elementary School,Carol Stream,IL,I,17
20176700,Benedictine University - Jefferson Junior HS,Woodridge,IL,I,17
20176701,Benedictine University - Winston Campus Elementary,Arlington Heights,IL,I,17
20176702,Benedictine University - Kildeer Countryside SD 96,Buffalo Grove,IL,I,17
20176703,Benedictine University - TH Wade Foundation Ctr./Rock of Ages,Maywood,IL,I,17
20176704,Benedictine University - Communiversity at Queen Creek,Queen Creek,AZ,I,04
20176705,Benedictine University - Memorial Center for Learning and Innovation,Springfield,IL,I,17
20176706,Benedictine University - Benedictine University - Village of Oak Brook,Oak Brook,IL,I,17
20182200,Indiana Wesleyan University - Comfort Inn,Portage,IN,I,18
20182201,Indiana Wesleyan University - Ramada Inn Northeast,Indianapolis,IN,I,18
20182202,Indiana Wesleyan University - Cornerstone Christian Fellowship,Waldron,IN,I,18
20182203,Indiana Wesleyan University - Best Western Green Tree,Clarksville,IN,I,18
20182204,Indiana Wesleyan University - Holiday Inn,Clarksville,IN,I,18
20182205,Indiana Wesleyan University - Army National Guard,Ft. Wayne,IN,I,18
20182206,Indiana Wesleyan University - International Truck Engineering,Ft. Wayne,IN,I,18
20182207,Indiana Wesleyan University - Holiday Inn Express,Greenfield,IN,I,18
20182208,Indiana Wesleyan University - Lees Inn,Greensburg,IN,I,18
20182209,Indiana Wesleyan University - Lake County Convention & Visitors Bureau,Hammond,IN,I,18
20182210,Indiana Wesleyan University - Comfort Inn West,Indianapolis,IN,I,18
20182211,Indiana Wesleyan University - Courtyard Airport,Indianapolis,IN,I,18
20182212,Indiana Wesleyan University - Holiday Inn Express,LaPorte,IN,I,18
20182213,Indiana Wesleyan University - Radisson Hotel at Star Plaza,Merrillville,IN,I,18
20182214,Indiana Wesleyan University - Mooresvile Consolidated High School,Mooresvile,IN,I,18
20182215,Indiana Wesleyan University - Motel 6,Plainfield,IN,I,18
20182216,Indiana Wesleyan University - Comfort Inn,Plainfield,IN,I,18
20182217,Indiana Wesleyan University - Damon's/Ramada,Plymouth,IN,I,18
20182218,Indiana Wesleyan University - Holiday Inn Express,Portage,IN,I,18
20182219,Indiana Wesleyan University - Best Western Classic Inn,Richmond,IN,I,18
20182220,Indiana Wesleyan University - Comfort Inn & Suites,Warsaw,IN,I,18
20182221,Indiana Wesleyan University - Hampton Inn,Plainfield,IN,I,18
20182222,Indiana Wesleyan University - Hampton Inn,Anderson,IN,I,18
20182223,Indiana Wesleyan University - Days Inn,Anderson,IN,I,18
20182224,Indiana Wesleyan University - Hampton Inn,Evansville,IN,I,18
20182225,Indiana Wesleyan University - Residence Inn,Evansville,IN,I,18
20182226,Indiana Wesleyan University - Econolodge,Evansville,IN,I,18
20182227,Indiana Wesleyan University - Quality Inn,Scottsburg,IN,I,18
20182228,Indiana Wesleyan University - Hampton Inn,Scottsburg,IN,I,18
20182229,Indiana Wesleyan University - Holiday Inn Express & Suites,Scottsburg,IN,I,18
20182230,Indiana Wesleyan University - Columbus Education Center,Columbus,IN,I,18
20182231,Indiana Wesleyan University - Louisville Education Center,Louisville,KY,I,21
20182232,Indiana Wesleyan University - Ramada Inn,Elkhart,IN,I,18
20182233,Indiana Wesleyan University - Holiday Inn Express,Elkhart,IN,I,18
20182234,Indiana Wesleyan University - Weston Plaza,Elkhart,IN,I,18
20182235,Indiana Wesleyan University - Holiday Inn Express South,Indianapolis,IN,I,18
20182236,Indiana Wesleyan University - Hampton Inn,Terre Haute,IN,I,18
20182237,Indiana Wesleyan University - Days Inn,Terre Haute,IN,I,18
20182238,Indiana Wesleyan University - Huntington Memorial Hospital,Huntington,IN,I,18
20182239,Indiana Wesleyan University - Courtyard Southport,Indianapolis,IN,I,18
20182240,Indiana Wesleyan University - La Quinta Inn & Suites Southeast,Indianapolis,IN,I,18
20182241,Indiana Wesleyan University - Holiday Inn Express,Wabash,IN,I,18
20182242,Indiana Wesleyan University - Cinergy/PSI,Aurora,IN,I,18
20182243,Indiana Wesleyan University - Margaret Mary Community Hospital,Batesville,IN,I,18
20182244,Indiana Wesleyan University - Daleville Junior/Senior High School,Daleville,IN,I,18
20182245,Indiana Wesleyan University - Comfort Suites,Elkhart,IN,I,18
20182246,Indiana Wesleyan University - Honeywell BCVS,Huntington,IN,I,18
20182247,Indiana Wesleyan University - Hampton Inn Downtown,Indianapolis,IN,I,18
20182248,Indiana Wesleyan University - Howmet,LaPorte,IN,I,18
20182249,Indiana Wesleyan University - Plainfield HS,Plainfield,IN,I,18
20182250,Indiana Wesleyan University - Cinergy,Terre Haute,IN,I,18
20182251,Indiana Wesleyan University - Southwood Junior/Senior High School,Wabash,IN,I,18
20182252,Indiana Wesleyan University - Portage High School East,Portage,IN,I,18
20182253,Indiana Wesleyan University - Hampton Inn,Princeton,IN,I,18
20182254,Indiana Wesleyan University - LaQuinta Inn & Conference Center,Auburn,IN,I,18
20182255,Indiana Wesleyan University - Cinergy/PSI,Greensburg,IN,I,18
20182256,Indiana Wesleyan University - Madison Junior High School,Madison,IN,I,18
20182257,Indiana Wesleyan University - Eastlawn Elementary School,Burnettsville,IN,I,18
20182258,Indiana Wesleyan University - Wabash National,Lafayette,IN,I,18
20182259,Indiana Wesleyan University - Quality Inn,Michigan City,IN,I,18
20182260,Indiana Wesleyan University - Quality Inn & Suites,Lafayette,IN,I,18
20182261,Indiana Wesleyan University - Park 100 Advancement Center,Indianapolis,IN,I,18
20182262,Indiana Wesleyan University - Jay County High School,Portland,IN,I,18
20182263,Indiana Wesleyan University - Franklin County High School,Brookville,IN,I,18
20182264,Indiana Wesleyan University - Avon Intermediate School East,Avon,IN,I,18
20182265,Indiana Wesleyan University - Hopewell Facility,Franklin,IN,I,18
20182266,Indiana Wesleyan University - Coldwell Banker South Central Realty,Seymour,IN,I,18
20182267,Indiana Wesleyan University - Jackson County Area Learning Center,Seymour,IN,I,18
20182268,Indiana Wesleyan University - Hill Street Baptist Church,Louisville,KY,I,21
20182269,Indiana Wesleyan University - Clarion Hotel & Conference Center,Indianapolis,IN,I,18
20182270,Indiana Wesleyan University - US Steel - Gary Works MS 91 E 1,Gary,IN,I,18
20182271,Indiana Wesleyan University - Hampton Inn,Shelbyville,IN,I,18
20182272,Indiana Wesleyan University - Cleveland Education Center,Independence,OH,I,39
20182273,Indiana Wesleyan University - Hampton Inn,LaPorte,IN,I,18
20182274,Indiana Wesleyan University - Marriott East,Louisville,KY,I,21
20182275,Indiana Wesleyan University - Cincinnati Education Center,West Chester,OH,I,39
20182276,Indiana Wesleyan University - Kokomo Education Center,Kokomo,IN,I,18
20182277,Indiana Wesleyan University - Indianapolis Education Center West,Indianapolis,IN,I,18
20182278,Indiana Wesleyan University - Spring Hill Suites,Louisville,KY,I,21
20182279,Indiana Wesleyan University - Household Finance,Carmel,IN,I,18
20182280,Indiana Wesleyan University - Geminus Corp,Merrillville,IN,I,18
20182281,Indiana Wesleyan University - Sullair,Michigan City,IN,I,18
20182282,Indiana Wesleyan University - Wawasee High School,Syracuse,IN,I,18
20182283,Indiana Wesleyan University - University Heights UM Church,Indianapolis,IN,I,18
20182284,Indiana Wesleyan University - Comfort Inn,Lebanon,IN,I,18
20182285,Indiana Wesleyan University - Hilton Garden Inn,Chesterton,IN,I,18
20182286,Indiana Wesleyan University - Kokomo Sports Center,Kokomo,IN,I,18
20182287,Indiana Wesleyan University - Holiday Inn Express,Mishawaka,IN,I,18
20182288,Indiana Wesleyan University - Courtyard Castleton,Indianapolis,IN,I,18
20182289,Indiana Wesleyan University - Kingsway Christian School,Avon,IN,I,18
20182290,Indiana Wesleyan University - Baxter Pharmaceutical Solutions,Bloomington,IN,I,18
20182291,Indiana Wesleyan University - K&K Insurance,Fort Wayne,IN,I,18
20182292,Indiana Wesleyan University - Country Inn & Suites,Louisville,KY,I,21
20182293,Indiana Wesleyan University - New Castle Chrysler High School,New Castle,IN,I,18
20182294,Indiana Wesleyan University - Jackson County Education Center,Seymour,IN,I,18
20182295,Indiana Wesleyan University - Hilton Garden Inn,Lexington,KY,I,21
20182296,Indiana Wesleyan University - Courtyard South,Lexington,KY,I,21
20182297,Indiana Wesleyan University - Venture Out Business Center,Madison,IN,I,18
20182298,Indiana Wesleyan University - Jameson Inn South - Airport,Louisville,KY,I,21
20182299,Indiana Wesleyan University - Lees Inn,Cincinnati,OH,I,39
20216000,Lesley University -,Kalispell,MT,I,30
20216001,Lesley University -,Lolo,MT,I,30
20216002,Lesley University -,Manhattan,MT,I,30
20216003,Lesley University -,Omaha,NE,I,31
20216004,Lesley University -,Raymond,NH,I,33
20216005,Lesley University -,Woodsville,NH,I,33
20216006,Lesley University -,Alamorordo,NM,I,35
20216007,Lesley University -,Las Cruces,NM,I,35
20216008,Lesley University -,Los Alamos,NM,I,35
20216009,Lesley University -,Raton,NM,I,35
20216010,Lesley University -,Roswell,NM,I,35
20216011,Lesley University -,Santa Fe,NM,I,35
20216012,Lesley University -,Tucumcari,NM,I,35
20216013,Lesley University -Lesley Educational Center,Las Vegas,NV,I,32
20216014,Lesley University -,Bend,OR,I,41
20216015,Lesley University -,Eugene,OR,I,41
20216016,Lesley University -,Hermiston,OR,I,41
20216017,Lesley University -,Medford,OR,I,41
20216018,Lesley University -,Pendleton,OR,I,41
20216019,Lesley University -,Portland,OR,I,41
20216020,Lesley University -,Beaufort,SC,I,45
20216021,Lesley University -,Beaufort,SC,I,45
20216022,Lesley University -,Charleston,SC,I,45
20216023,Lesley University -,Conway,SC,I,45
20216024,Lesley University -,Cordova,SC,I,45
20216025,Lesley University -,Duncan,SC,I,45
20216026,Lesley University -,Florence,SC,I,45
20216027,Lesley University -,Florence,SC,I,45
20216028,Lesley University -,Gilbert,SC,I,45
20216029,Lesley University -,Sumter,SC,I,45
20216030,Lesley University -,West Columbia,SC,I,45
20216031,Lesley University -,Draper,UT,I,49
20216032,Lesley University -,Anacortes,WA,I,53
20216033,Lesley University -,Auburn,WA,I,53
20216034,Lesley University -,Kent,WA,I,53
20216035,Lesley University -,kent,WA,I,53
20216036,Lesley University -,Kent,WA,I,53
20216037,Lesley University -,Lakewood,WA,I,53
20216038,Lesley University -,Montesano,WA,I,53
20216039,Lesley University -,Olympia,WA,I,53
20216040,Lesley University -,Seattle,WA,I,53
20216041,Lesley University -,Spokane,WA,I,53
20216042,Lesley University -,Elm Grove,WI,I,55
20216043,Lesley University -,Green Bay,WI,I,55
20216044,Lesley University -,Kaukauna,WI,I,55
20216045,Lesley University -,Kohler,WI,I,55
20216046,Lesley University -,Madison,WI,I,55
20216047,Lesley University -,Milwaukee,WI,I,55
20216048,Lesley University -,Pleasant Prarie,WI,I,55
20216049,Lesley University -,Rothschild,WI,I,55
20216050,Lesley University -,Sussex,WI,I,55
20216051,Lesley University -,Casper,WY,I,56
20216052,Lesley University -,Cheyenne,WY,I,56
20216053,Lesley University -,Gillette,WY,I,56
20216054,Lesley University - Kenai Middle School,Kenai,AK,I,02
20216055,Lesley University - Indio Middle School,Indio,CA,I,06
20216056,Lesley University - Murrieta Elementary School,Murrieta,CA,I,06
20216057,Lesley University - Baldy Mesa Elementary School,Phelan,CA,I,06
20216058,Lesley University - Eastridge Community E.S.,Aurora,CO,I,08
20216059,Lesley University - McGinnis Middle School,Buena Vista,CO,I,08
20216060,Lesley University - Timberview Middle School,Colorado Springs,CO,I,08
20216061,Lesley University - Mountain Ridge Middle School,Colorado Springs,CO,I,08
20216062,Lesley University - Durango School District 9,Durango,CO,I,08
20216063,Lesley University - St Thomas More Catholic School,Englewood,CO,I,08
20216064,Lesley University - Werner Elementary School,Fort Collins,CO,I,08
20216065,Lesley University - Blevins Junior High School,Fort Collins,CO,I,08
20216066,Lesley University - Thunder Mountain Elem School,Grand Junction,CO,I,08
20216067,Lesley University - Saddle Ranch Elementary School,Highlands Ranch,CO,I,08
20216068,Lesley University - Lamar Community College,Lamar,CO,I,08
20216069,Lesley University - Mountain View High School,Loveland,CO,I,08
20216070,Lesley University - Palisade High School,Palisade,CO,I,08
20216071,Lesley University - Sangre de Cristo Arts Center,Pueblo,CO,I,08
20216072,Lesley University - Jane Macon Middle School,Brunswick,GA,I,13
20216073,Lesley University - Sonoraville High School,Calhoun,GA,I,13
20216074,Lesley University - Cave Springs Elementary School,Cave Spring,GA,I,13
20216075,Lesley University - Vineville Academy,Macon,GA,I,13
20216076,Lesley University - Dodgen Middle School,Marietta,GA,I,13
20216078,Lesley University - White Bluff Elementary School,Savannah,GA,I,13
20216079,Lesley University - Riverside Elementary School,Suwanee,GA,I,13
20216080,Lesley University - Timberline High School,Boise,ID,I,16
20216081,Lesley University - Perrine Elementary School,Twin Falls,ID,I,16
20216082,Lesley University - Amesbury High School,Amesbury,MA,I,25
20216083,Lesley University - Wood Hill Middle School,Andover,MA,I,25
20216084,Lesley University - Tage Inn,Andover,MA,I,25
20216085,Lesley University - Ashland High School,Ashland,MA,I,25
20216089,Lesley University - Haynes Education Center,Boston,MA,I,25
20216093,Lesley University - Mountain View School,East Longmeadow,MA,I,25
20216095,Lesley University - Cameron Middle School,Framingham,MA,I,25
20216098,Lesley University - Nettle School,Haverhill,MA,I,25
20216099,Lesley University - Hingham South E.S.,Hingham,MA,I,25
20238000,Saint Mary's University of Minnesota - Kenwood Junior High School,Lakeville,MN,I,27
20238001,Saint Mary's University of Minnesota - Lake Marion Elementary School,Lakeville,MN,I,27
20238002,Saint Mary's University of Minnesota - Long Prairie Middle School,Long Prairie,MN,I,27
20238003,Saint Mary's University of Minnesota - Montgomery Lonsdale Elementary,Montgomery,MN,I,27
20238004,Saint Mary's University of Minnesota - Epiphany Catholic School,Coon Rapids,MN,I,27
20238005,Saint Mary's University of Minnesota - Maple Grove High School,Maple Grove,MN,I,27
20238006,Saint Mary's University of Minnesota - Nashwauk-Keewatin High School,Nashwauk,MN,I,27
20238007,Saint Mary's University of Minnesota - Rice Lake Elementary School,Lino Lakes,MN,I,27
20238008,Saint Mary's University of Minnesota - Willmar High School,Willmar,MN,I,27
20238009,Saint Mary's University of Minnesota - Edina Community Center,Edina,MN,I,27
20238010,Saint Mary's University of Minnesota - Cherryview Elementary Media,Lakeville,MN,I,27
20238011,Saint Mary's University of Minnesota - New Prague High School,New Prague,MN,I,27
20238012,Saint Mary's University of Minnesota - Buffalo High School,Buffalo,MN,I,27
20238013,Saint Mary's University of Minnesota - McGuire Junior High School,Lakeville,MN,I,27
20238014,Saint Mary's University of Minnesota - Saint Cloud Technical College,St. Cloud,MN,I,27
20238015,Saint Mary's University of Minnesota - Brainerd High School,Brainerd,MN,I,27
20238016,Saint Mary's University of Minnesota - District Service Center,North St. Paul,MN,I,27
20238017,Saint Mary's University of Minnesota - Albert Lea Senior High School,Albert Lea,MN,I,27
20238018,Saint Mary's University of Minnesota - Jonathan Elementary School,Chaska,MN,I,27
20238019,Saint Mary's University of Minnesota - Oak Point Intermediate School,Eden Prairie,MN,I,27
20238020,Saint Mary's University of Minnesota - Hastings Middle School,Hastings,MN,I,27
20238021,Saint Mary's University of Minnesota - East View Elementary School,Lakeville,MN,I,27
20238022,Saint Mary's University of Minnesota - Century High School,Rochester,MN,I,27
20238023,Saint Mary's University of Minnesota - Rogers Junior High School,Rogers,MN,I,27
20238024,Saint Mary's University of Minnesota - Wabasha Kellogg High School,Wabasha,MN,I,27
20238025,Saint Mary's University of Minnesota - St. Paul Priory Center,St. Paul,MN,I,27
20238026,Saint Mary's University of Minnesota - St. Paul Academy,St. Paul,MN,I,27
20238027,Saint Mary's University of Minnesota - Rutherford Elementary School,Stillwater,MN,I,27
20238028,Saint Mary's University of Minnesota - Champlin Park High School,Champlin,MN,I,27
20238029,Saint Mary's University of Minnesota - Christina Huddleston School,Lakeville,MN,I,27
20238030,Saint Mary's University of Minnesota - Jackson County Central Middle,Lakefield,MN,I,27
20238031,Saint Mary's University of Minnesota - Lake Middle School,Woodbury,MN,I,27
20238032,Saint Mary's University of Minnesota - Sauk Centre Elementary School,Sauk Centre,MN,I,27
20238033,Saint Mary's University of Minnesota - Service Center,Marshall,MN,I,27
20238034,Saint Mary's University of Minnesota - St. Anthony High School,St. Anthony,MN,I,27
20238035,Saint Mary's University of Minnesota - Glencoe High School,Glencoe,MN,I,27
20238036,Saint Mary's University of Minnesota - Waconia High School,Waconia,MN,I,27
20238037,Saint Mary's University of Minnesota - Community Education Center,St. Cloud,MN,I,27
20238038,Saint Mary's University of Minnesota - Dassel Cokato Middle School,Cokato,MN,I,27
20238039,Saint Mary's University of Minnesota - Apple Valley Center,Apple Valley,MN,I,27
20238040,Saint Mary's University of Minnesota - Lakeview Elementary,Lakeville,MN,I,27
20238041,Saint Mary's University of Minnesota - Mora High School,Mora,MN,I,27
20238042,Saint Mary's University of Minnesota - Scott Highlands Middle School,Apple Valley,MN,I,27
20238043,Saint Mary's University of Minnesota - Wadena High School,Wadena,MN,I,27
20238044,Saint Mary's University of Minnesota - Marshall High School,Marshall,MN,I,27
20238045,Saint Mary's University of Minnesota - University Center Rochester,Rochester,MN,I,27
20238046,Saint Mary's University of Minnesota - Wisconsin Rapids Sch. District,Wisconsin Rapids,WI,I,55
20238047,Saint Mary's University of Minnesota - Oakview Middle School,Andover,MN,I,27
20238048,Saint Mary's University of Minnesota - Hastings Senior High School,Hastings,MN,I,27
20238049,Saint Mary's University of Minnesota - Cannon Falls High School,Cannon Falls,MN,I,27
20238050,Saint Mary's University of Minnesota - Forest Lake Senior High School,Forest Lake,MN,I,27
